instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
15768,,4,1,10,4,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.77,0.0896,1,5,6,Clear,"Clear, Few clouds, Partly cloudy"
15769,,4,1,10,5,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.82,0.0,1,52,53,Clear,"Clear, Few clouds, Partly cloudy"
15770,,4,1,10,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.82,0.1045,11,162,173,Clear,"Clear, Few clouds, Partly cloudy"
15771,,4,1,10,7,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.88,0.0896,20,506,526,Clear,"Clear, Few clouds, Partly cloudy"
15772,,4,1,10,8,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1045,24,777,801,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15773,,4,1,10,9,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0896,24,349,373,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15774,,4,1,10,10,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.73,0.0,29,142,171,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15775,,4,1,10,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.64,0.0,47,189,236,Clear,"Clear, Few clouds, Partly cloudy"
15776,,4,1,10,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6061,0.61,0.0896,48,268,316,Clear,"Clear, Few clouds, Partly cloudy"
15777,,4,1,10,13,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.54,0.0,65,241,306,Clear,"Clear, Few clouds, Partly cloudy"
15778,,4,1,10,14,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.3,0.2537,64,237,301,Clear,"Clear, Few clouds, Partly cloudy"
15779,,4,1,10,15,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.39,0.1045,63,245,308,Clear,"Clear, Few clouds, Partly cloudy"
15780,,4,1,10,16,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.33,0.1343,67,465,532,Clear,"Clear, Few clouds, Partly cloudy"
15781,,4,1,10,17,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.47,0.0,87,876,963,Clear,"Clear, Few clouds, Partly cloudy"
15782,,4,1,10,18,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.44,0.0,63,795,858,Clear,"Clear, Few clouds, Partly cloudy"
15783,,4,1,10,19,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.6212,0.53,0.0896,50,522,572,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15784,,4,1,10,20,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.0896,45,396,441,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15785,,4,1,10,21,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.1045,33,280,313,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15786,,4,1,10,22,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1343,30,208,238,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15787,,4,1,10,23,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.68,0.0896,12,111,123,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15788,,4,1,10,0,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1045,19,57,76,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15789,,4,1,10,1,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.68,0.0,6,22,28,Clear,"Clear, Few clouds, Partly cloudy"
15790,,4,1,10,2,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.77,0.0,3,15,18,Clear,"Clear, Few clouds, Partly cloudy"
15791,,4,1,10,3,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,0,8,8,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15792,,4,1,10,4,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,1,4,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15793,,4,1,10,5,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,2,53,55,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15794,,4,1,10,6,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.194,3,168,171,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15795,,4,1,10,7,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.194,18,477,495,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15796,,4,1,10,8,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1642,33,746,779,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15797,,4,1,10,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.194,23,320,343,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15798,,4,1,10,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1343,53,172,225,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15799,,4,1,10,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1045,57,181,238,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15800,,4,1,10,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1045,61,258,319,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15801,,4,1,10,13,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.0,49,264,313,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15802,,4,1,10,14,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5909,0.73,0.1343,71,214,285,Clear,"Clear, Few clouds, Partly cloudy"
15803,,4,1,10,15,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6061,0.65,0.1343,63,242,305,Clear,"Clear, Few clouds, Partly cloudy"
15804,,4,1,10,16,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5909,0.69,0.1642,92,407,499,Clear,"Clear, Few clouds, Partly cloudy"
15805,,4,1,10,17,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.5909,0.69,0.1642,112,774,886,Clear,"Clear, Few clouds, Partly cloudy"
15806,,4,1,10,18,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.83,0.1045,77,732,809,Clear,"Clear, Few clouds, Partly cloudy"
15807,,4,1,10,19,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.83,0.194,45,497,542,Clear,"Clear, Few clouds, Partly cloudy"
15808,,4,1,10,20,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,28,319,347,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15809,,4,1,10,21,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,24,247,271,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15810,,4,1,10,22,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.0896,22,185,207,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15811,,4,1,10,23,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1343,13,122,135,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15812,,4,1,10,0,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.0,6,65,71,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15813,,4,1,10,1,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.0896,4,32,36,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15814,,4,1,10,2,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,4,15,19,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15815,,4,1,10,3,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,5,8,13,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15816,,4,1,10,4,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,1,4,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15817,,4,1,10,5,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,3,47,50,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15818,,4,1,10,6,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.0896,2,142,144,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15819,,4,1,10,7,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,13,408,421,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15820,,4,1,10,8,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1343,20,714,734,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15821,,4,1,10,9,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1343,56,347,403,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15822,,4,1,10,10,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1045,41,156,197,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15823,,4,1,10,11,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1642,68,222,290,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15824,,4,1,10,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.73,0.194,90,302,392,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15825,,4,1,10,13,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.68,0.1343,77,260,337,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15826,,4,1,10,14,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1343,99,252,351,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15827,,4,1,10,15,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.1045,142,306,448,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15828,,4,1,10,16,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.73,0.1642,137,445,582,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15829,,4,1,10,17,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.76,0.194,125,692,817,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15830,,4,1,10,18,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1343,81,584,665,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15831,,4,1,10,19,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1642,72,399,471,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15832,,4,1,10,20,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1642,40,271,311,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15833,,4,1,10,21,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.1343,40,252,292,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15834,,4,1,10,22,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1343,37,180,217,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15835,,4,1,10,23,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.83,0.1642,19,159,178,Clear,"Clear, Few clouds, Partly cloudy"
15836,,4,1,10,0,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.88,0.1343,10,132,142,Clear,"Clear, Few clouds, Partly cloudy"
15837,,4,1,10,1,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.1343,23,123,146,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15838,,4,1,10,2,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.194,19,71,90,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15839,,4,1,10,3,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.88,0.1642,5,21,26,Clear,"Clear, Few clouds, Partly cloudy"
15840,,4,1,10,4,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.1642,1,12,13,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15841,,4,1,10,5,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.82,0.194,2,7,9,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15842,,4,1,10,6,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.82,0.194,2,29,31,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15843,,4,1,10,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.83,0.194,7,79,86,Clear,"Clear, Few clouds, Partly cloudy"
15844,,4,1,10,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.77,0.2537,26,187,213,Clear,"Clear, Few clouds, Partly cloudy"
15845,,4,1,10,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.77,0.2537,88,240,328,Clear,"Clear, Few clouds, Partly cloudy"
15846,,4,1,10,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.73,0.2836,165,314,479,Clear,"Clear, Few clouds, Partly cloudy"
15847,,4,1,10,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.2836,197,388,585,Clear,"Clear, Few clouds, Partly cloudy"
15848,,4,1,10,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.2537,264,404,668,Clear,"Clear, Few clouds, Partly cloudy"
15849,,4,1,10,13,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.43,0.2537,310,450,760,Clear,"Clear, Few clouds, Partly cloudy"
15850,,4,1,10,14,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.46,0.2537,325,425,750,Clear,"Clear, Few clouds, Partly cloudy"
15851,,4,1,10,15,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.6,0.2836,310,401,711,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15852,,4,1,10,16,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,257,355,612,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15853,,4,1,10,17,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,248,370,618,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15854,,4,1,10,18,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,138,318,456,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15855,,4,1,10,19,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,67,233,300,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15856,,4,1,10,20,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,58,238,296,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15857,,4,1,10,21,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,49,160,209,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15858,,4,1,10,22,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2537,41,116,157,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15859,,4,1,10,23,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.3881,31,136,167,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15860,,4,1,10,0,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.52,0.5,0.68,0.2985,20,97,117,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15861,,4,1,10,1,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.2836,22,111,133,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15862,,4,1,10,2,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.68,0.2985,17,99,116,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15863,,4,1,10,3,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.3284,18,61,79,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15864,,4,1,10,4,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.3582,1,19,20,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15865,,4,1,10,5,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.2985,6,22,28,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15866,,4,1,10,6,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.3284,7,32,39,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15867,,4,1,10,7,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.2985,17,48,65,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15868,,4,1,10,8,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.5522,55,118,173,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15869,,4,1,10,9,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.55,0.4179,124,206,330,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15870,,4,1,10,10,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.51,0.4179,120,314,434,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15871,,4,1,10,11,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.51,0.3881,110,352,462,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15872,,4,1,10,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.59,0.4925,118,373,491,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15873,,4,1,10,13,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.59,0.4179,75,316,391,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15874,,4,1,10,14,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.4478,98,304,402,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15875,,4,1,10,15,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.4925,76,225,301,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15876,,4,1,10,16,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.67,0.4627,42,251,293,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15877,,4,1,10,17,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.77,0.5224,37,188,225,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15878,,4,1,10,18,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.94,0.4925,18,136,154,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15879,,4,1,10,19,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.94,0.3582,7,47,54,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15880,,4,1,10,20,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.94,0.4627,4,51,55,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15881,,4,1,10,21,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.4179,2,44,46,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15882,,4,1,10,22,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.3582,2,35,37,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15883,,4,1,10,23,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.94,0.3582,2,12,14,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15884,,4,1,10,0,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.3582,2,20,22,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15885,,4,1,10,13,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.81,0.3582,11,105,116,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15886,,4,1,10,14,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.81,0.3582,8,118,126,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15887,,4,1,10,15,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2879,0.87,0.2537,10,114,124,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15888,,4,1,10,16,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2879,0.87,0.2537,15,83,98,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
